LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1
,,,(quality),(inch),(inch),(inch),(sec),,(inch),,,(counts),(counts),(counts),(counts),(counts),(counts),,
ID8320,8320,,34.569732666015625,11.26278138528622,73.72621288721648,0.0,0.0,0,1.5,1,,1050.3501805054152,991.0,276.0,2415.0,290947.0,491.1733918305822,0.5085632418381674,1.4418189316789156
ID8321,8321,,51.804866790771484,30.741247431457225,75.09858578909042,0.0,0.0,0,1.5,1,,1475.7003610108304,1447.0,391.0,2943.0,408769.0,652.1988675164381,0.6019172664891818,1.7003755749383638
ID8322,8322,,18.738187789916992,13.014464716608583,77.01060626887747,0.0,0.0,0,1.5,1,,640.6750902527076,572.0,238.0,1444.0,177467.0,308.09616862861685,0.34686541683699285,1.0710711883160913
ID8323,8323,,36.94871139526367,6.306114047064394,77.1559204238354,0.0,0.0,0,1.5,1,,1136.0794223826715,1084.0,324.0,2741.0,314694.0,510.8531094809268,0.5251867269232605,1.5315577333332924
ID8324,8324,,31.30557632446289,33.950172313378076,77.2552001115563,0.0,0.0,0,1.5,1,,1063.5595667870036,1031.0,298.0,2540.0,294606.0,511.849942157629,0.4998177099486481,1.3849124466901372
ID8325,8325,,47.4445686340332,2.1458133305375697,77.69965526714013,0.0,0.0,0,1.5,1,,1278.6317689530686,1187.0,418.0,3111.0,354181.0,617.3867097871963,0.6008112300981637,1.5545909294583655
ID8326,8326,,38.970211029052734,17.288895763082213,78.8176826377677,0.0,0.0,0,1.5,1,,1035.6245487364622,929.0,284.0,2390.0,286868.0,524.3597094575654,0.6048705958246053,1.4887626713527347
ID8327,8327,,6.152334690093994,31.286687973685737,79.1047573143885,0.0,0.0,0,1.5,1,,495.971119133574,449.0,222.0,1070.0,137384.0,206.24861676262614,0.07522926649376925,0.33649691690326644
ID8328,8328,,25.456947326660156,26.476926307509064,80.46605091556549,0.0,0.0,0,1.5,1,,922.768953068592,867.0,323.0,1989.0,255607.0,368.41704675129176,0.4097267495228856,1.455937159738933
ID8329,8329,,15.162919998168945,22.407466058981434,81.54467565892537,0.0,0.0,0,1.5,1,,599.7400722021661,482.0,243.0,1692.0,166128.0,355.7847077653913,0.18556745451320839,0.5276929930658952
ID8330,8330,,17.46138572692871,33.075238445981725,82.16760654686112,0.0,0.0,0,1.5,1,,536.6750902527076,449.0,225.0,1227.0,148659.0,269.3565249431137,0.4341378842613631,1.2062871745063823
ID8331,8331,,22.77454376220703,25.29034231073396,82.92080921387851,0.0,0.0,0,1.5,1,,945.5415162454874,840.0,235.0,2143.0,261915.0,431.3873674206935,0.2895665726956651,0.9843461193788272
ID8332,8332,,36.78851318359375,14.37635461889046,83.18555821071837,0.0,0.0,0,1.5,1,,1014.6209386281588,939.0,305.0,2099.0,281050.0,493.0345153517159,0.5660823375336353,1.487721042262151
ID8333,8333,,22.724294662475586,18.541066840460722,83.2573285360871,0.0,0.0,0,1.5,1,,622.1407942238267,433.0,210.0,2002.0,172333.0,433.3861680820861,0.3958622859519301,0.8142264071951151
ID8334,8334,,54.07509231567383,9.148636181688321,83.68657761063456,0.0,0.0,0,1.5,1,,1448.6967509025271,1329.0,432.0,3612.0,401289.0,723.0986725997303,0.535564550246439,1.3975059406040409
ID8335,8335,,20.65184783935547,8.725215762801247,86.73705462395081,0.0,0.0,0,1.5,1,,851.7942238267148,760.0,247.0,2371.0,235947.0,433.04461927768534,0.22092426036543072,0.7118471094833356
ID8336,8336,,50.41922378540039,3.7639539321060473,86.88656421449171,0.0,0.0,0,1.5,1,,1243.0,1066.0,321.0,2849.0,344311.0,658.9587636369313,0.6199204961459622,1.4437273414027623
ID8337,8337,,49.36418914794922,21.545112491539697,87.79899080799314,0.0,0.0,0,1.5,1,,1398.231046931408,1301.0,342.0,3097.0,387310.0,687.1884517095949,0.5470351134701755,1.438957997370527
ID8338,8338,,8.557476997375488,31.065518827043515,87.71623299963268,0.0,0.0,0,1.5,1,,371.1949458483754,304.0,190.0,983.0,102821.0,179.2154750463869,0.22687373332587618,0.7660213801923886
ID8339,8339,,16.47840118408203,12.209827725271632,88.01116084725169,0.0,0.0,0,1.5,1,,515.1841155234657,373.0,227.0,1729.0,142706.0,324.33776236293437,0.33778575812441153,0.8021391438528495
ID8340,8340,,27.25210189819336,18.41133794977393,89.27631757933888,0.0,0.0,0,1.5,1,,807.9675090252707,613.0,206.0,2607.0,223807.0,544.6625823853302,0.374822665417272,0.8088640114714132
ID8341,8341,,7.639151573181152,8.12499999490683,92.94999994173413,0.0,0.0,0,1.5,1,,278.36462093862815,249.0,0.0,919.0,77107.0,194.0961416979941,0.35008973517181,0.7437789317999621
ID8342,8342,,52.95107650756836,24.049999984924217,92.94999994173413,0.0,0.0,0,1.5,1,,1063.462093862816,904.0,0.0,3011.0,294579.0,788.6164936782623,0.7515422249711049,1.1572279886397645
ID8343,8343,,32.26124572753906,33.149999979219864,92.94999994173413,0.0,0.0,0,1.5,1,,1488.3682310469314,1667.0,0.0,2773.0,412278.0,757.0561799277431,0.414883930560174,1.1529701877667962
ID8249,8249,,32.78071975708008,16.552530571497375,1.711398631785504,0.0,0.0,0,1.5,1,,1052.4548736462093,1027.0,258.0,2179.0,291530.0,469.04622113143944,0.5075734070092993,1.510908728175236
ID8250,8250,,51.80344772338867,26.767234667334744,2.9406384525265943,0.0,0.0,0,1.5,1,,1723.1480144404331,1649.0,302.0,3902.0,477312.0,894.3985569850755,0.46330337106208686,1.2199796230872504
ID8251,8251,,51.64256286621094,26.97155141225831,3.4399205119881078,0.0,0.0,0,1.5,1,,1753.8519855595669,1715.0,317.0,3902.0,485817.0,918.5606985920175,0.47964529086311536,1.2378774262187273
ID8252,8252,,38.973968505859375,6.238769522194369,3.6222661990434286,0.0,0.0,0,1.5,1,,1146.0072202166066,1102.0,359.0,2392.0,317444.0,487.2272703689294,0.5874060715119378,1.7407490048813132
ID8253,8253,,51.74755859375,27.136025737550604,3.7724830389191117,0.0,0.0,0,1.5,1,,1664.2346570397112,1644.0,317.0,3902.0,460993.0,896.0552433217457,0.4578252887321022,1.1665519133309907
ID8254,8254,,26.677980422973633,10.187560919832489,6.084303684222694,0.0,0.0,0,1.5,1,,802.2093862815884,696.0,256.0,1824.0,222212.0,429.7126266538853,0.4559790199649163,1.1693091913139098
ID8255,8255,,40.99611282348633,14.717570771358194,6.3200211383872595,0.0,0.0,0,1.5,1,,1573.0108303249096,1519.0,409.0,3315.0,435724.0,609.4374781200704,0.495239925785318,1.7097685138165062
ID8256,8256,,59.04449462890625,19.07667681112075,6.360878386273744,0.0,0.0,0,1.5,1,,1510.7978339350182,1378.0,330.0,3469.0,418491.0,845.9668267871242,0.599138083067665,1.3382090897714047
ID8257,8257,,64.74402618408203,23.90145544030819,7.933256409297144,0.0,0.0,0,1.5,1,,1955.0,1869.0,602.0,3629.0,541535.0,718.9428531440844,0.5687820260149783,1.9718126368674922
ID8258,8258,,59.52946472167969,1.777727430310041,10.130256343266018,0.0,0.0,0,1.5,1,,1501.8231046931407,1293.0,242.0,4408.0,416005.0,944.1187945935719,0.6352643852644804,1.2359151725036956
ID8259,8259,,56.07901382446289,12.278273438168199,10.067127148218718,0.0,0.0,0,1.5,1,,1399.0649819494586,1113.0,343.0,3877.0,387541.0,852.5860805499667,0.5456935009828247,1.1586574135919048
ID8260,8260,,12.296120643615723,18.256967973733566,13.869850427456232,0.0,0.0,0,1.5,1,,563.6353790613719,428.0,218.0,1553.0,156127.0,351.70325814138425,0.15965250761243885,0.44126524476243134
ID8261,8261,,40.26667404174805,20.11608369685303,16.456351550071552,0.0,0.0,0,1.5,1,,1265.812274368231,1242.0,385.0,2746.0,350630.0,574.2055514848669,0.4692685219384974,1.4081605076961787
ID8262,8262,,6.297818660736084,15.121000949884072,16.886771512489283,0.0,0.0,0,1.5,1,,311.3754512635379,269.0,151.0,870.0,86251.0,148.79736431489678,0.2094054310878365,0.7246614418645012
ID8263,8263,,56.20998001098633,2.368526857861433,17.775450309012676,0.0,0.0,0,1.5,1,,1560.1335740072202,1611.0,438.0,2769.0,432157.0,614.8627042981367,0.6518437689506023,2.002572171371043
ID8264,8264,,17.80983543395996,8.684974800472277,19.024787395414968,0.0,0.0,0,1.5,1,,711.0397111913358,568.0,243.0,1699.0,196958.0,364.4110821902988,0.24770537063439302,0.7747394209100745
ID8265,8265,,54.204166412353516,29.874744302727468,20.670219455521995,0.0,0.0,0,1.5,1,,1836.7220216606497,1882.0,563.0,3246.0,508772.0,701.3142879045647,0.45630546147336126,1.641209153366707
ID8266,8266,,21.70690155029297,27.428969809292298,20.89054945692332,0.0,0.0,0,1.5,1,,1173.187725631769,1072.0,308.0,2770.0,324973.0,525.8954552463771,0.20713660026383096,0.765593988276583
ID8267,8267,,38.83196258544922,14.174213488595464,21.141164245484024,0.0,0.0,0,1.5,1,,1248.2924187725632,1235.0,366.0,2307.0,345777.0,529.7946393024573,0.43955339499325147,1.438873551369118
ID8268,8268,,60.47352600097656,23.864072725906286,21.21198412461265,0.0,0.0,0,1.5,1,,1367.4079422382672,1016.0,341.0,3619.0,378772.0,917.6318309556774,0.6123544359224334,1.1318841414109653
ID8269,8269,,33.45185470581055,5.432911938393603,22.07343885527409,0.0,0.0,0,1.5,1,,1097.2057761732851,1024.0,260.0,2301.0,303926.0,552.8447946060783,0.42534860217250725,1.1845101101145366
ID8270,8270,,45.24488830566406,8.602683936837831,22.221233390271852,0.0,0.0,0,1.5,1,,1348.505415162455,1249.0,322.0,2845.0,373536.0,622.2497845356219,0.443608269093476,1.3318895378887528
ID8271,8271,,50.3627815246582,32.519811449145756,22.826558261913288,0.0,0.0,0,1.5,1,,1429.2563176895308,1295.0,442.0,2941.0,395904.0,707.8915386130948,0.4949662552098764,1.3369574842045515
ID8272,8272,,28.72753143310547,16.12129602470289,22.92926472298232,0.0,0.0,0,1.5,1,,1133.1552346570397,1108.0,288.0,2207.0,313884.0,484.8076277863393,0.3605904314328376,1.2389014081523415
ID8273,8273,,48.00434875488281,30.34475575347118,27.64564370432314,0.0,0.0,0,1.5,1,,1268.4837545126354,1047.0,363.0,3556.0,351370.0,758.199132519926,0.5014487404667389,1.117500321844368
ID8274,8274,,34.96730041503906,18.432585373723743,28.67771654869795,0.0,0.0,0,1.5,1,,1073.8375451263537,877.0,249.0,2832.0,297453.0,662.0815815397991,0.4013898004328683,0.9291042654858777
ID8275,8275,,53.28538513183594,11.033442378216598,29.649020629485086,0.0,0.0,0,1.5,1,,1491.985559566787,1495.0,438.0,2641.0,413280.0,555.8390769825952,0.5959922165059701,2.004727550597298
ID8276,8276,,49.55030822753906,31.515882164372083,30.537693301514157,0.0,0.0,0,1.5,1,,1345.2382671480145,1144.0,293.0,3372.0,372631.0,764.6357100672384,0.47888031452704766,1.139379991657007
ID8277,8277,,42.04331970214844,16.916824081015132,31.20458278110283,0.0,0.0,0,1.5,1,,1488.7509025270758,1461.0,533.0,2639.0,412384.0,550.5377602006889,0.3936363439543513,1.5276035103992083
ID8278,8278,,28.74360466003418,3.944925334333587,31.497683771581922,0.0,0.0,0,1.5,1,,717.0469314079422,568.0,253.0,1748.0,198622.0,406.709785029495,0.56472188298864,1.2725955981712511
ID8279,8279,,29.51702880859375,17.780544419202723,34.01357418131483,0.0,0.0,0,1.5,1,,1130.0216606498195,1044.0,305.0,2748.0,313016.0,544.2296306096023,0.30514730878264873,0.9709225605505687
ID8280,8280,,11.380170822143555,25.6285742012685,34.41559382190769,0.0,0.0,0,1.5,1,,360.85920577617327,277.0,165.0,1132.0,99958.0,210.85311108207557,0.32788135835422055,0.8451722377316692
ID8281,8281,,39.73441696166992,30.971089989220275,34.75834523181399,0.0,0.0,0,1.5,1,,1119.4007220216606,1051.0,287.0,2376.0,310074.0,487.80272102270806,0.5821202312872363,1.6886691482813594
ID8282,8282,,40.715858459472656,11.345328827964092,36.22919298935493,0.0,0.0,0,1.5,1,,1426.9494584837546,1354.0,431.0,3066.0,395265.0,557.7944510392813,0.44665396783265104,1.5796865881614368
ID8283,8283,,39.308509826660156,20.654263857756366,38.408741365513634,0.0,0.0,0,1.5,1,,1471.7653429602888,1502.0,612.0,2243.0,407679.0,357.08610249019677,0.5238487977711096,2.833738001791761
ID8284,8284,,15.349894523620605,0.6037016358307256,39.640342492801054,0.0,0.0,0,1.5,1,,674.3429602888086,619.0,266.0,1530.0,186793.0,281.6837214121474,0.4956504995642751,1.586698831600704
ID8285,8285,,9.929869651794434,30.418688990965073,39.97153686671541,0.0,0.0,0,1.5,1,,531.7075812274368,516.0,208.0,1169.0,147283.0,231.0762885671503,0.1825706966597147,0.7104792920505342
ID8286,8286,,29.99995994567871,16.260351251443925,41.366454071326906,0.0,0.0,0,1.5,1,,1094.4512635379062,1098.0,317.0,2263.0,303163.0,451.9159718613601,0.45931943272642595,1.524520210127662
ID8287,8287,,8.118534088134766,1.9672428562529327,41.798638421765496,0.0,0.0,0,1.5,1,,400.42238267148014,332.0,165.0,1256.0,110917.0,223.7458086501403,0.11652119095053128,0.37353506547794313
ID8288,8288,,13.553828239440918,20.193580649577903,42.38173951025967,0.0,0.0,0,1.5,1,,630.7906137184116,512.0,212.0,1425.0,174729.0,329.1993023021407,0.17341264013082355,0.5663518192925722
ID8289,8289,,61.6085205078125,28.23550060998845,42.864752239100845,0.0,0.0,0,1.5,1,,1839.9241877256318,1787.0,679.0,3689.0,509659.0,660.6296442337192,0.5435421340849234,1.9614922334765974
ID8290,8290,,17.214563369750977,26.681428539918514,45.10325955469329,0.0,0.0,0,1.5,1,,795.6245487364621,684.0,238.0,2020.0,220388.0,435.7895090600165,0.13363392287929476,0.4304327259483631
ID8291,8291,,53.20583724975586,13.503652601811838,45.61192649468269,0.0,0.0,0,1.5,1,,1362.5703971119133,1233.0,388.0,2899.0,377432.0,689.3127376451954,0.6481695729321326,1.5547457880511473
ID8292,8292,,39.427284240722656,22.13384860471224,45.80114475762451,0.0,0.0,0,1.5,1,,1258.985559566787,1177.0,295.0,2971.0,348739.0,683.4311451971597,0.5960987552779635,1.3759873271086835
ID8293,8293,,37.70231628417969,5.308196950227177,45.94025576716286,0.0,0.0,0,1.5,1,,1018.14440433213,924.0,243.0,2306.0,282026.0,542.1295844336598,0.6061002200439622,1.4174510395487026
ID8294,8294,,50.678924560546875,9.268080211903364,49.06089864347227,0.0,0.0,0,1.5,1,,1300.841155234657,1086.0,462.0,2896.0,360333.0,681.5378417589045,0.5524251466249845,1.3583980833095521
ID8295,8295,,31.972761154174805,33.0217047546167,49.686165811901596,0.0,0.0,0,1.5,1,,990.7220216606498,1033.0,295.0,1913.0,274430.0,371.910215885442,0.5660529625118675,1.9257252569074799
ID8296,8296,,45.57757568359375,22.404711755991013,51.31892869618648,0.0,0.0,0,1.5,1,,1162.7039711191335,1041.0,337.0,2734.0,322069.0,576.1550582784336,0.6354071471237341,1.5681441291582565
ID8297,8297,,7.140806198120117,14.278310428135782,51.43882848713503,0.0,0.0,0,1.5,1,,435.2382671480144,442.0,187.0,742.0,120561.0,118.5837359985051,0.2132657909722137,1.290319274603306
ID8298,8298,,7.047867774963379,7.181437186237535,52.35944297791371,0.0,0.0,0,1.5,1,,401.96028880866425,378.0,163.0,1006.0,111343.0,159.17478046521114,0.1819426888734925,0.7774582489350018
ID8299,8299,,54.61256790161133,19.29750462138611,54.58184092220265,0.0,0.0,0,1.5,1,,1305.7797833935017,1149.0,380.0,2738.0,361701.0,659.862539392983,0.6810366869093386,1.603392242623933
ID8300,8300,,26.993709564208984,25.734738576311752,54.919370612145975,0.0,0.0,0,1.5,1,,824.4945848375452,705.0,245.0,2024.0,228385.0,445.11424702580837,0.45022669317460845,1.1501160218287012
ID8301,8301,,25.728736877441406,0.7391079216203648,55.8800041172785,0.0,0.0,0,1.5,1,,1158.552346570397,1097.0,320.0,2523.0,320919.0,486.66081428003366,0.4872534104381762,1.5598728261269241
ID8302,8302,,40.77421569824219,29.11315239981583,56.166216090377205,0.0,0.0,0,1.5,1,,1119.6570397111914,1000.0,313.0,2645.0,310145.0,605.7691673616175,0.5474462074060358,1.3077771245144585
ID8303,8303,,31.32656478881836,0.0,57.36249996404222,0.0,0.0,0,1.5,1,,1009.7472924187725,1044.0,0.0,2621.0,279700.0,592.3221689667934,0.44766917886698016,1.0543203093480416
ID8304,8304,,32.725894927978516,12.919282902363072,57.46566039515245,0.0,0.0,0,1.5,1,,987.2202166064982,840.0,301.0,2736.0,273460.0,566.1378038279562,0.42363976573486417,1.0378115243970925
ID8305,8305,,47.218048095703125,22.446416748751815,60.805158793418265,0.0,0.0,0,1.5,1,,1104.4259927797834,925.0,281.0,2619.0,305926.0,654.1958104821232,0.657629573422675,1.3395308040419052
ID8306,8306,,29.192060470581055,35.262499977895644,60.774999961903085,0.0,0.0,0,1.5,1,,732.6462093862816,631.0,0.0,2415.0,202943.0,557.6420444523657,0.5500065411725832,0.932401826252499
ID8307,8307,,23.041290283203125,15.101234347338588,61.265053879805365,0.0,0.0,0,1.5,1,,837.9747292418773,690.0,245.0,2839.0,232119.0,537.5563227083396,0.21351613767160077,0.5485574174826369
ID8308,8308,,50.93754196166992,2.219827173642162,62.61281044390879,0.0,0.0,0,1.5,1,,1156.1407942238268,855.0,263.0,4195.0,320251.0,805.6853854018277,0.6430032428232059,1.1231815937402494
ID8309,8309,,36.78068923950195,13.525450627034749,63.30024585144062,0.0,0.0,0,1.5,1,,1102.7761732851986,1034.0,308.0,2189.0,305469.0,497.0525448368426,0.44257766826321615,1.3613360947427304
ID8310,8310,,9.115673065185547,17.744152424432695,64.07144629853128,0.0,0.0,0,1.5,1,,436.1046931407942,390.0,191.0,957.0,120801.0,191.12766015910577,0.1914358623763256,0.7332462383924367
ID8311,8311,,49.50435256958008,27.54980340098378,65.90328800710685,0.0,0.0,0,1.5,1,,1399.9963898916967,1303.0,391.0,3023.0,387799.0,687.5801639597945,0.4903715804169432,1.3398750630242262
ID8312,8312,,50.07917785644531,3.7402327508734667,67.54935267748435,0.0,0.0,0,1.5,1,,1269.1407942238268,1128.0,293.0,3402.0,351552.0,714.7891234306305,0.6183999746502016,1.3568925697277494
ID8313,8313,,44.06873321533203,9.372350826421922,69.30637391929538,0.0,0.0,0,1.5,1,,1266.3032490974729,979.0,343.0,3527.0,350766.0,772.0943485540578,0.37601129299218183,0.8963471328681557
ID8314,8314,,35.19869613647461,35.262499977895644,69.54999995640246,0.0,0.0,0,1.5,1,,1137.216606498195,1221.0,0.0,2651.0,315009.0,696.7240918455507,0.42624382595100896,0.9756109912527064
ID8315,8315,,47.20085144042969,12.397468550361616,69.79733016664534,0.0,0.0,0,1.5,1,,1263.6498194945848,1053.0,282.0,3310.0,350031.0,754.8056353917677,0.4653165326548884,1.0632579411118108
ID8316,8316,,36.47304153442383,21.9464480818308,71.48346441944258,0.0,0.0,0,1.5,1,,987.6425992779783,873.0,229.0,2281.0,273577.0,546.2156552972187,0.594240638356619,1.3479511052503002
ID8317,8317,,13.210969924926758,26.43864672394989,71.89786184262344,0.0,0.0,0,1.5,1,,402.7761732851986,310.0,187.0,1091.0,111569.0,224.83928336319303,0.3609618422040867,0.9502479037979574
ID8318,8318,,33.11111068725586,3.351893666586695,73.03502725340073,0.0,0.0,0,1.5,1,,930.1660649819495,845.0,325.0,2121.0,257656.0,415.0306971404402,0.5882927281530259,1.6602488940801352
ID8319,8319,,39.96706771850586,16.798103956829618,73.30736037021498,0.0,0.0,0,1.5,1,,1053.8736462093864,845.0,284.0,2908.0,291923.0,616.1315340982052,0.5530371186770647,1.2181970643775728
